task_name,id,definition,inputs,targets
task585_preposition_classification,task585-76350224b18e492db0b1f3a65c1c1ed2,"In this task, you're given an input that contains two words, and your task is to predict the correct preposition that connects these two words. Predict the preposition that explicitly conveys both words' meaning, e.g., Word1: king 
 Word2: fort: ""king of fort"". Possible prepositions are: ""of"", ""on"", ""in"", ""for"", ""from"", ""about"", and ""with"".","Word1: concern 
 Word2: newspaper",about
task089_swap_words_verification,task089-c7f0fd6332eb4c5da9d22abd88e5390d,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",two people standing close together playing wii nintendo,"(7, 8)"
task1346_glue_cola_grammatical_correctness_classification,task1346-e55ebdb817a642a498dbb3d9f19ede56,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",Fanny pulled the blanket over her.,1
task089_swap_words_verification,task089-3a20a9714da244a8b5a8030215f007f4,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",Residential sink kitchen with variety of dirty dishes ready for cleaning,"(2, 3)"
task089_swap_words_verification,task089-b817918394664bf2aaf0ba5c6ccc2456,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",boy a trying to throw up a ball and hit it,"(1, 2)"
task955_wiki_auto_style_transfer,task955-3c0deb088d734c2e8a77e2d5d95a613f,"In this task, we ask you to elaborate the sentence without changing its general meaning. You can do so by explaining further the input sentence, using more precise wording, adding qualifiers and auxiliary information etc.",She volunteers for the National Academy of Sciences Science & Entertainment Exchange .,"She volunteers for the National Academy of Sciences Science & Entertainment Exchange , providing subject matter expertise to the entertainment industry for more accurate depictions of science in the media ."
task089_swap_words_verification,task089-8f9ad5982030464eaa8e64e0823c5c66,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",A hand holding a cellphone silver showing the keyboard and screen,"(5, 6)"
task585_preposition_classification,task585-3d9a800dc9bb4c03821e99b2cc8e886d,"In this task, you're given an input that contains two words, and your task is to predict the correct preposition that connects these two words. Predict the preposition that explicitly conveys both words' meaning, e.g., Word1: king 
 Word2: fort: ""king of fort"". Possible prepositions are: ""of"", ""on"", ""in"", ""for"", ""from"", ""about"", and ""with"".","Word1: buildings 
 Word2: monastery",at
task1346_glue_cola_grammatical_correctness_classification,task1346-609c9b8bbb284b938a0c46249219033b,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",Joe is taller than Mary.,1
task109_smsspamcollection_spamsmsdetection,task109-ecfca11f2f9c4e3f9f2dcfc385b0a5ab,"In this task, you're given text messages in natural language. Your task is to classify those text messages based on their content into two classes: (1) Spam and (2) Ham messages. If the content of the given message is irrelevant to the receiver or is equally relevant to many other potential recipients then it must be labeled as ‘spam’, otherwise, it should be labeled as ‘ham’.","FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk",spam
task585_preposition_classification,task585-b67f30aa86bb4487bbc67ae1d5364698,"In this task, you're given an input that contains two words, and your task is to predict the correct preposition that connects these two words. Predict the preposition that explicitly conveys both words' meaning, e.g., Word1: king 
 Word2: fort: ""king of fort"". Possible prepositions are: ""of"", ""on"", ""in"", ""for"", ""from"", ""about"", and ""with"".","Word1: change 
 Word2: temperature",in
task089_swap_words_verification,task089-6691d33d6c9c49638c0cd67b9adc5de7,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",Three individuals with two umbrellas standing to next each other,"(7, 8)"
task109_smsspamcollection_spamsmsdetection,task109-65b70695f6234aeabed47486db18ff50,"In this task, you're given text messages in natural language. Your task is to classify those text messages based on their content into two classes: (1) Spam and (2) Ham messages. If the content of the given message is irrelevant to the receiver or is equally relevant to many other potential recipients then it must be labeled as ‘spam’, otherwise, it should be labeled as ‘ham’.","Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",spam
task109_smsspamcollection_spamsmsdetection,task109-469aafaa7549463d875cd1fde8e21199,"In this task, you're given text messages in natural language. Your task is to classify those text messages based on their content into two classes: (1) Spam and (2) Ham messages. If the content of the given message is irrelevant to the receiver or is equally relevant to many other potential recipients then it must be labeled as ‘spam’, otherwise, it should be labeled as ‘ham’.",Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,spam
task089_swap_words_verification,task089-8a02191b0015495586e73ff98385c5cc,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",Two laptop computers sitting on a coffee table in a room living,"(11, 12)"
task089_swap_words_verification,task089-5960a05ceed04e2eb37ada046cc3d2f8,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",A closeup view of a clock on Christmas a tree,"(8, 9)"
